Id_d,Creador_empresa_si_exite,Origen_FRIJOL_BARRA,REF,Revisar,Porcentaje_Cocoa,Empresa_localidad,Popularidad,Frijo_tipo,Haba_origen,Popularidad_Class
257,Brasstown aka It's Chocolate,Chuao,1355,2014,0.7,U.S.A.,4,Trinitario,Venezuela,Premiun
258,Brasstown aka It's Chocolate,Cooproagro,1125,2013,0.72,U.S.A.,3,Trinitario,Dominican Republic,Sastisfactorio
259,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,0.7,U.S.A.,3.25,,Ecuador,Sastisfactorio
260,Brasstown aka It's Chocolate,Ghana,1129,2013,0.75,U.S.A.,3.5,Forastero,Ghana,Sastisfactorio
261,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,0.85,U.S.A.,3.5,Trinitario,Venezuela,Sastisfactorio
262,Brazen,Elvesia P.,1514,2015,0.6,U.S.A.,3,,Dominican Republic,Sastisfactorio
263,Brazen,Elvesia P.,1514,2015,0.8,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
264,Brazen,"Alta Verapaz, 2014",1514,2015,0.7,U.S.A.,3.5,,Guatemala,Sastisfactorio
265,Brazen,Ambolikapiky P.,1518,2015,0.8,U.S.A.,2.75,,Madagascar,Decepcionante
266,Brazen,Maya Mountain,1518,2015,0.8,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
267,Brazen,Ambolikapkly P.,1518,2015,0.6,U.S.A.,3.25,,Madagascar,Sastisfactorio
268,Breeze Mill,Jamaica,1149,2013,0.7,U.S.A.,3,Trinitario,Jamaica,Sastisfactorio
269,Bright,Somia Plantation,1231,2014,0.72,Australia,3,Trinitario,Madagascar,Sastisfactorio
270,Bright,Marabel Farms,1231,2014,0.7,Australia,3.5,,Dominican Republic,Sastisfactorio
271,Bright,"Camino Verde, Balao, Guayas",1231,2014,0.72,Australia,3.5,,Ecuador,Sastisfactorio
272,Bright,Gran Couva,1235,2014,0.68,Australia,2.75,Trinitario,Trinidad,Decepcionante
273,Britarev,Ecuador,1638,2015,0.7,Russia,3.25,,Ecuador,Sastisfactorio
274,Bronx Grrl Chocolate,Dominican Republic,1181,2013,0.68,U.S.A.,2.75,,Dominican Republic,Decepcionante
275,Burnt Fork Bend,Trinidad,1299,2014,0.72,U.S.A.,3.25,Trinitario,Trinidad,Sastisfactorio
276,Burnt Fork Bend,Mindo,1299,2014,0.72,U.S.A.,3.5,,Ecuador,Sastisfactorio
277,Burnt Fork Bend,Belize,1303,2014,0.72,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
278,Burnt Fork Bend,Blend,1303,2014,0.72,U.S.A.,3.25,Blend,,Sastisfactorio
279,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,0.6,U.S.A.,2.5,,Ecuador,Decepcionante
280,Cacao Arabuco,Puerto Rico,1606,2015,0.7,Puerto Rico,2.5,,Puerto Rico,Decepcionante
281,Cacao Atlanta,Tumbes,1215,2014,0.75,U.S.A.,2.5,Criollo,Peru,Decepcionante
282,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,0.75,U.S.A.,2.5,,Dominican Republic,Decepcionante
283,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,0.75,U.S.A.,2.75,,Dominican Republic,Decepcionante
284,Cacao Atlanta,Patanemo,600,2010,0.75,U.S.A.,2.25,,Venezuela,Decepcionante
285,Cacao Barry,Grand 'Anse,1716,2016,0.65,France,3.5,Trinitario_Criollo,Haiti,Sastisfactorio
286,Cacao Barry,Santo Domingo,586,2010,0.7,France,3,,Dominican Republic,Sastisfactorio
287,Cacao Barry,Tanzania,300,2008,0.75,France,2,,Tanzania,Decepcionante
288,Cacao Barry,Venezuela,141,2007,0.72,France,2,,Venezuela,Decepcionante
289,Cacao Barry,Mexico,147,2007,0.66,France,3,,Mexico,Sastisfactorio
290,Cacao de Origen,Chuao,1688,2015,0.77,Venezuela,3.5,Trinitario,Venezuela,Sastisfactorio
291,Cacao de Origen,Rio Caribe,1692,2015,0.75,Venezuela,3.25,Trinitario,Venezuela,Sastisfactorio
292,Cacao de Origen,Agua Fria; Sucre region,1391,2014,0.75,Venezuela,2.5,,Venezuela,Decepcionante
293,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,0.74,Venezuela,3.25,,Venezuela,Sastisfactorio
294,Cacao de Origen,"Chuao, Aragua region",1391,2014,0.75,Venezuela,3.5,Trinitario,Venezuela,Sastisfactorio
295,Cacao de Origen,"Chuao, Aragua region",1395,2014,0.7,Venezuela,3.75,Trinitario,Venezuela,Sastisfactorio
296,Cacao de Origin,Hacienda la Trinidad,1668,2015,0.74,Venezuela,3.25,,Venezuela,Sastisfactorio
297,Cacao Hunters,Macondo,1816,2016,0.71,Colombia,3.75,,Colombia,Sastisfactorio
298,Cacao Hunters,Perla Negra,1816,2016,0.74,Colombia,3.75,,Colombia,Sastisfactorio
299,Cacao Hunters,Arhuacos,1662,2015,0.72,Colombia,3.75,,Colombia,Sastisfactorio
300,Cacao Hunters,Sierra Nevada,1430,2014,0.64,Colombia,3.5,,Colombia,Sastisfactorio
301,Cacao Hunters,Tumaco,1430,2014,0.7,Colombia,3.5,,Colombia,Sastisfactorio
302,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,0.69,Colombia,2.75,,Colombia,Decepcionante
303,Cacao Hunters,Arauca,1434,2014,0.7,Colombia,3.25,,Colombia,Sastisfactorio
304,Cacao Market,"Jutiapa, lot 050916D",1860,2016,0.7,U.S.A.,3.5,Trinitario,Honduras,Sastisfactorio
305,Cacao Prieto,"Criollo, Dominican Republic",991,2012,0.72,U.S.A.,3.75,Criollo,Dominican Republic,Sastisfactorio
306,Cacao Prieto,"Dominican Republicm, rustic",641,2011,0.72,U.S.A.,3,,Dominican Republic,Sastisfactorio
307,Cacao Prieto,Dominican Republic,641,2011,0.66,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
308,Cacao Prieto,"Dominican Republic, rustic",647,2011,0.65,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
309,Cacao Sampaka,"Mahali, Kasai",1908,2016,0.7,Spain,3.5,Criollo,Congo,Sastisfactorio
310,Cacao Sampaka,Madagascar,508,2010,0.71,Spain,3.5,Trinitario,Madagascar,Sastisfactorio
311,Cacao Sampaka,Ecuador,523,2010,0.71,Spain,3.75,,Ecuador,Sastisfactorio
312,Cacao Sampaka,Papua,523,2010,0.71,Spain,4,,Papua New Guinea,Premiun
313,Cacao Sampaka,Grenada,537,2010,0.71,Spain,3.25,Trinitario,Grenada,Sastisfactorio
314,Cacao Sampaka,Venezuela,537,2010,0.71,Spain,3.5,,Venezuela,Sastisfactorio
315,Cacao Sampaka,Venezuela,537,2010,0.77,Spain,3.5,,Venezuela,Sastisfactorio
316,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,0.7,Spain,4,Criollo,Mexico,Premiun
317,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,0.7,Spain,4,Criollo,Mexico,Premiun
318,Cacao Store,Madagascar,1684,2015,0.7,Japan,3,Trinitario,Madagascar,Sastisfactorio
319,Cacao Store,Peru,1684,2015,0.7,Japan,3.25,,Peru,Sastisfactorio
320,Cacao Store,Vietnam,1684,2015,0.7,Japan,3.5,Trinitario,Vietnam,Sastisfactorio
321,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,0.7,Peru,3.25,,Peru,Sastisfactorio
322,Cacaoyere (Ecuatoriana),Amazonia,237,2008,0.63,Ecuador,3.5,Forastero_Arriba,Ecuador,Sastisfactorio
323,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,0.71,Ecuador,3.5,Forastero_Arriba,Ecuador,Sastisfactorio
324,Cacaoyere (Ecuatoriana),Bolivar,245,2008,0.82,Ecuador,2.5,Forastero_Arriba,Ecuador,Decepcionante
325,Cacaoyere (Ecuatoriana),Pichincha,259,2008,0.91,Ecuador,1.5,Forastero_Arriba,Ecuador,Desagradable
326,Callebaut,Grenade,296,2008,0.6,Belgium,2.75,Trinitario,Grenada,Decepcionante
327,Callebaut,Baking,141,2007,0.7,Belgium,1,,Ecuador,Desagradable
328,C-Amaro,Cuba,1442,2014,0.75,Italy,2.5,,Cuba,Decepcionante
329,C-Amaro,Dominican Republic,1442,2014,0.72,Italy,3,,Dominican Republic,Sastisfactorio
330,C-Amaro,"Lago di Como, Blu",1442,2014,0.7,Italy,3.5,Blend,,Sastisfactorio
331,C-Amaro,Ecuador,1185,2013,1,Italy,3.5,,Ecuador,Sastisfactorio
332,C-Amaro,Venezuela,809,2012,0.8,Italy,3,,Venezuela,Sastisfactorio
333,C-Amaro,Sao Tome,749,2011,0.78,Italy,2.25,Forastero,Sao Tome,Decepcionante
334,C-Amaro,Trinidad,765,2011,0.7,Italy,2.5,Trinitario,Trinidad,Decepcionante
335,Cao,Porcelana,1804,2016,0.75,U.S.A.,2.5,Criollo,Venezuela,Decepcionante
336,Cao,Tanzania,1804,2016,0.73,U.S.A.,2.75,,Tanzania,Decepcionante
337,Cao,"Porcelana, Batch 5163",1804,2016,0.7,U.S.A.,3,Criollo,Venezuela,Sastisfactorio
338,Cao,Bolivia,1808,2016,0.75,U.S.A.,3,,Bolivia,Sastisfactorio
339,Cao,Brazil,1808,2016,0.7,U.S.A.,3.25,Trinitario,Brazil,Sastisfactorio
340,Caoni (Tulicorp),Esmeraldas,237,2008,0.77,Ecuador,2,Forastero_Arriba,Ecuador,Decepcionante
341,Caoni (Tulicorp),Manabi,237,2008,0.77,Ecuador,2.5,Forastero_Arriba,Ecuador,Decepcionante
342,Caoni (Tulicorp),Los Rios,245,2008,0.77,Ecuador,2.75,Forastero_Arriba,Ecuador,Decepcionante
343,Caoni (Tulicorp),Manabi,266,2008,0.55,Ecuador,3,Forastero_Arriba,Ecuador,Sastisfactorio
344,Caoni (Tulicorp),Los Rios,269,2008,0.55,Ecuador,3.25,Forastero_Arriba,Ecuador,Sastisfactorio
345,Caoni (Tulicorp),Esmeraldas,269,2008,0.55,Ecuador,3.5,Forastero_Arriba,Ecuador,Sastisfactorio
346,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,0.7,New Zealand,3.5,Trinitario,Papua New Guinea,Sastisfactorio
347,Captain Pembleton,Kulili Estate,1263,2014,0.7,New Zealand,3.75,,Papua New Guinea,Sastisfactorio
348,Caribeans,"Antigua, Special Reserve",1582,2015,0.72,Costa Rica,3.5,,Guatemala,Sastisfactorio
349,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,0.72,Costa Rica,3.25,,Costa Rica,Sastisfactorio
350,Caribeans,Anselmo Paraiso Estate,1586,2015,0.72,Costa Rica,3.5,,Costa Rica,Sastisfactorio
351,Caribeans,Costa Rica,841,2012,0.72,Costa Rica,3,Forastero,Costa Rica,Sastisfactorio
352,Caribeans,Costa Rica,845,2012,0.8,Costa Rica,2.75,Forastero,Costa Rica,Decepcionante
353,Carlotta Chocolat,Arauca,1884,2016,0.65,Colombia,3,Trinitario,Colombia,Sastisfactorio
354,Carlotta Chocolat,Tumaco,1888,2016,0.65,Colombia,3.25,Trinitario,Colombia,Sastisfactorio
355,Carlotta Chocolat,Cordoba,1888,2016,0.65,Colombia,3.25,Trinitario,Colombia,Sastisfactorio
356,Carlotta Chocolat,Huila,1888,2016,0.65,Colombia,3.5,Trinitario,Colombia,Sastisfactorio
357,Carlotta Chocolat,Cesar,1888,2016,0.65,Colombia,3.5,CCN51,Colombia,Sastisfactorio
358,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,0.72,U.S.A.,4,Trinitario,Belize,Premiun
359,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,0.72,U.S.A.,3.5,Trinitario,Honduras,Sastisfactorio
360,Castronovo,"Duarte, Batch 360",1570,2015,0.7,U.S.A.,3.75,Criollo_Trinitario,Domincan Republic,Sastisfactorio
361,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,0.72,U.S.A.,3.5,,Venezuela,Sastisfactorio
362,Castronovo,Sierra Nevada,1347,2014,0.72,U.S.A.,3.5,Criollo_Trinitario,Colombia,Sastisfactorio
363,Castronovo,Arauca,1371,2014,0.76,U.S.A.,3.5,Criollo_Trinitario,Colombia,Sastisfactorio
364,Castronovo,Elvesia P.,1407,2014,0.7,U.S.A.,2.75,Trinitario,Dominican Republic,Decepcionante
365,Castronovo,Bolivia,1101,2013,0.7,U.S.A.,3,Trinitario,Bolivia,Sastisfactorio
366,Castronovo,Conacado,1101,2013,0.73,U.S.A.,3.5,Trinitario,Dominican Republic,Sastisfactorio
367,Castronovo,San Martin,1105,2013,0.7,U.S.A.,2.5,Criollo,Peru,Decepcionante
368,Castronovo,"Guaniamo, Amazonas",1105,2013,0.7,U.S.A.,3.25,,Venezuela,Sastisfactorio
369,Castronovo,Nicaragua,1109,2013,0.72,U.S.A.,3.25,Trinitario,Nicaragua,Sastisfactorio
370,Castronovo,Tumbes,1153,2013,0.7,U.S.A.,2.75,Criollo,Peru,Decepcionante
371,Castronovo,Guaniamo,1153,2013,0.72,U.S.A.,3,,Venezuela,Sastisfactorio
372,Cello,Ecuador,1247,2014,0.7,U.S.A.,2.5,,Ecuador,Decepcionante
373,Cello,Peru,1247,2014,0.7,U.S.A.,2.75,,Peru,Decepcionante
374,Cello,Venezuela,1251,2014,0.7,U.S.A.,2.75,,Venezuela,Decepcionante
375,Cello,Bolivia,1251,2014,0.7,U.S.A.,3,,Bolivia,Sastisfactorio
376,Cemoi,Equateur,404,2009,0.72,France,2.75,,Ecuador,Decepcionante
377,Chaleur B,Uganda,1426,2014,0.7,Canada,2.75,Forastero,Uganda,Decepcionante
378,Charm School,Maya Mtn,1900,2016,0.7,U.S.A.,3.25,,Belize,Sastisfactorio
379,Chchukululu (Tulicorp),Arriba,486,2010,0.55,Ecuador,2.75,Forastero_Arriba,Ecuador,Decepcionante
380,Chchukululu (Tulicorp),Los Rios,252,2008,0.75,Ecuador,3,Forastero_Arriba,Ecuador,Sastisfactorio
381,Chequessett,la Amistad,1235,2014,0.7,U.S.A.,3.5,,Costa Rica,Sastisfactorio
382,Chloe Chocolat,Blend No. 1,672,2011,0.7,France,3.5,,,Sastisfactorio
383,Chocablog,Ecuador,1454,2015,0.7,U.K.,3.25,,Ecuador,Sastisfactorio
384,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,0.75,Germany,3,Trinitario,Belize,Sastisfactorio
385,Choco Del Sol,Maya Mountain,1407,2014,0.82,Germany,3.25,Trinitario,Belize,Sastisfactorio
386,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,0.7,South Korea,2.75,Trinitario,Vietnam,Decepcionante
387,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,0.7,South Korea,3.5,Trinitario,Malaysia,Sastisfactorio
388,Chocolarder,Peru,1482,2015,0.65,U.K.,2.5,Criollo,Peru,Decepcionante
389,Chocolarder,Peru + nibs,1482,2015,0.65,U.K.,2.75,Criollo,Peru,Decepcionante
390,Chocolarder,Dominican Republic,1514,2015,0.8,U.K.,2.5,,Dominican Republic,Decepcionante
391,Chocola'te,Madagascar,647,2011,0.7,U.S.A.,3.75,Trinitario,Madagascar,Sastisfactorio
392,Chocola'te,Venezuela,647,2011,0.68,U.S.A.,3.75,,Venezuela,Sastisfactorio
393,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,0.9,U.S.A.,2.5,,Peru,Decepcionante
394,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,0.8,U.S.A.,2.5,,,Decepcionante
395,Chocolate Con Amor,Wild Bolivian,1760,2016,0.7,U.S.A.,2.5,,Bolivia,Decepcionante
396,Chocolate Con Amor,Uganda,1760,2016,0.7,U.S.A.,2.75,,Uganda,Decepcionante
397,Chocolate Con Amor,Dominican Republic,1764,2016,0.6,U.S.A.,3,,Dominican Republic,Sastisfactorio
398,Chocolate Con Amor,Dominican Republic,1764,2016,0.75,U.S.A.,3,,Dominican Republic,Sastisfactorio
399,Chocolate Con Amor,Ocumare,1764,2016,0.8,U.S.A.,3,Criollo (Ocumare),Venezuela,Sastisfactorio
400,Chocolate Con Amor,Ecuador,1764,2016,0.7,U.S.A.,3.25,,Ecuador,Sastisfactorio
401,Chocolate Con Amor,Nicaragua,1768,2016,0.8,U.S.A.,2.75,,Nicaragua,Decepcionante
402,Chocolate Conspiracy,Peru,1259,2014,0.74,U.S.A.,2.75,,Peru,Decepcionante
403,Chocolate Makers,Tres Hombres,1530,2015,0.75,Amsterdam,3.25,Trinitario,Dominican Republic,Sastisfactorio
404,Chocolate Makers,"Congo, Gorilla bar",1530,2015,0.68,Amsterdam,3.5,Forastero,Congo,Sastisfactorio
405,Chocolate Makers,"Peru, Awagum bar",1530,2015,0.8,Amsterdam,3.75,Criollo,Peru,Sastisfactorio
406,"Chocolate Tree, The",Maranon,1582,2015,0.69,Scotland,3.75,Forastero_Nacional,Peru,Sastisfactorio
407,"Chocolate Tree, The",Carenero Superior,1582,2015,0.8,Scotland,3.75,Trinitario,Venezuela,Sastisfactorio
408,"Chocolate Tree, The",Peru,1121,2013,0.7,Scotland,3.75,Forastero_Nacional,Peru,Sastisfactorio
409,"Chocolate Tree, The",Ecuador,919,2012,0.82,Scotland,2.5,Forastero_Arriba,Ecuador,Decepcionante
410,"Chocolate Tree, The",Peru,919,2012,0.68,Scotland,2.75,Criollo,Peru,Decepcionante
411,"Chocolate Tree, The",Madagascar,919,2012,0.72,Scotland,3.25,Criollo,Madagascar,Sastisfactorio
412,Chocolats Privilege,Xoconusco,1219,2014,0.7,Canada,2.5,Criollo,Mexico,Decepcionante
413,ChocoReko,Patanemo,1454,2015,0.77,Japan,3,Criollo,Venezuela,Sastisfactorio
414,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,0.65,Canada,3.25,,Mexico,Sastisfactorio
415,Chocovic,Xoconusco,478,2010,0.71,Spain,3.25,Criollo,Mexico,Sastisfactorio
416,Chocovic,Sambirano,478,2010,0.71,Spain,3.5,Trinitario,Madagascar,Sastisfactorio
417,Chocovic,Kendari,439,2009,0.6,Spain,3.25,,,Sastisfactorio
418,Chocovic,Tarakan,439,2009,0.75,Spain,3.25,,,Sastisfactorio
419,Chocovic,Ocumare,209,2008,0.71,Spain,3.5,Criollo,Venezuela,Sastisfactorio
420,Chocovic,"Bolivar, Guaranda",117,2007,0.71,Spain,2.5,Forastero_Arriba,Ecuador,Decepcionante
421,Chocovic,Guyave,117,2007,0.71,Spain,2.5,Trinitario,Grenada,Decepcionante
422,Chocovic,Maragda,117,2007,0.7,Spain,3,Blend,,Sastisfactorio
423,Chocovivo,Tabasco,1522,2015,0.65,U.S.A.,2.5,Trinitario,Mexico,Decepcionante
424,Chocovivo,Tabasco,1522,2015,0.75,U.S.A.,2.5,Trinitario,Mexico,Decepcionante
425,Choklat,Ocumare,377,2009,0.8,Canada,2.5,Criollo,Venezuela,Decepcionante
426,Choklat,"Porcelana, Tabasco",377,2009,0.7,Canada,2.75,Criollo,Mexico,Decepcionante
427,Choklat,Brazilian,377,2009,0.7,Canada,3,,Brazil,Sastisfactorio
428,Choklat,Brazilian,377,2009,0.8,Canada,3,,Brazil,Sastisfactorio
429,Choklat,Ocumare,377,2009,0.7,Canada,3,Criollo,Venezuela,Sastisfactorio
430,Chokolat Elot (Girard),Guadeloupe,1149,2013,0.42,Martinique,2.75,,Martinique,Decepcionante
431,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,0.75,Canada,3.25,,Mexico,Sastisfactorio
432,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,0.68,Canada,3.75,Forastero_Nacional,Peru,Sastisfactorio
433,Chuao Chocolatier,Choroni,445,2009,0.61,U.S.A.,3,Criollo,Venezuela,Sastisfactorio
434,Chuao Chocolatier (Pralus),Chuao,486,2010,0.77,U.S.A.,2.75,Trinitario,Venezuela,Decepcionante
435,Claudio Corallo,Terreiro Velho P.,470,2010,0.735,Sao Tome,3.75,Forastero,Sao Tome & Principe,Sastisfactorio
436,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,0.8,Sao Tome,3,Forastero,Sao Tome & Principe,Sastisfactorio
437,Claudio Corallo,Terreiro Velho P.,227,2008,0.75,Sao Tome,4,Forastero,Sao Tome & Principe,Premiun
438,Claudio Corallo,Principe,252,2008,1,Sao Tome,1,Forastero,Sao Tome & Principe,Desagradable
439,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,0.73,U.S.A.,3.5,,Ecuador,Sastisfactorio
440,Coleman & Davis,Sambirano,1646,2015,0.75,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
441,Compania de Chocolate (Salgado),Sur del Lago,579,2010,0.7,Argentina,3.25,,Venezuela,Sastisfactorio
442,Compania de Chocolate (Salgado),Carenero Superior,292,2008,0.8,Argentina,2.75,Trinitario,Venezuela,Decepcionante
443,Compania de Chocolate (Salgado),Moxos,292,2008,0.72,Argentina,3.25,,Bolivia,Sastisfactorio
444,Compania de Chocolate (Salgado),Ocumare,292,2008,0.7,Argentina,3.75,Criollo,Venezuela,Sastisfactorio
445,Compania de Chocolate (Salgado),Esmeraldas,296,2008,0.88,Argentina,2.75,Forastero_Nacional,Ecuador,Decepcionante
446,Condor,Camino Verde,1630,2015,0.76,U.S.A.,3.5,,Ecuador,Sastisfactorio
447,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,0.78,U.S.A.,2.75,Trinitario,Vietnam,Decepcionante
448,Coppeneur,"Ecuador, Puristique",1169,2013,0.65,Germany,3.25,Forastero_Nacional,Ecuador,Sastisfactorio
449,Coppeneur,Ghana Puristique,813,2012,0.85,Germany,3.5,Forastero,Ghana,Sastisfactorio
450,Coppeneur,Ecuador Puristique,817,2012,1,Germany,1.5,,Ecuador,Desagradable
451,Coppeneur,Uba Budo,821,2012,0.72,Germany,3.75,Forastero,Sao Tome & Principe,Sastisfactorio
452,Coppeneur,Madagascar,959,2012,0.7,Germany,3.5,Trinitario,Madagascar,Sastisfactorio
453,Coppeneur,Grenada,470,2010,0.72,Germany,3.25,Trinitario,Grenada,Sastisfactorio
454,Coppeneur,Chuao,478,2010,0.7,Germany,3,Trinitario,Venezuela,Sastisfactorio
455,Coppeneur,"Los Rios, H. Iara",558,2010,0.72,Germany,2.5,Nacional,Ecuador,Decepcionante
456,Coppeneur,Trinidad,558,2010,0.72,Germany,3,Trinitario,Trinidad,Sastisfactorio
457,Coppeneur,Jamaica,558,2010,0.72,Germany,3.25,Trinitario,Jamaica,Sastisfactorio
458,Coppeneur,Ocumare 61,558,2010,0.72,Germany,3.25,Criollo_Ocumare_61,Venezuela,Sastisfactorio
459,Coppeneur,"Porcelana, Apotequil",341,2009,0.72,Germany,3,Criollo,Peru,Sastisfactorio
460,Coppeneur,"Porcelana, Apotequil",445,2009,0.62,Germany,3.25,Criollo,Peru,Sastisfactorio
461,Coppeneur,Chuao 100hr,451,2009,0.7,Germany,3.5,Criollo_Trinitario,Venezuela,Sastisfactorio
462,Coppeneur,Chuao 70hr,451,2009,0.7,Germany,3.75,Criollo_Trinitario,Venezuela,Sastisfactorio
463,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,0.72,Germany,3,Criollo,Mexico,Sastisfactorio
464,Coppeneur,"Porcelana, Venezuela",220,2008,0.72,Germany,3,Criollo_Porcelana,Venezuela,Sastisfactorio
465,Coppeneur,"Sambirano, Menava P.",196,2007,0.72,Germany,3,Trinitario,Madagascar,Sastisfactorio
466,Cote d' Or (Kraft),Sensations Intense,48,2006,0.7,Belgium,1,,,Desagradable
467,Cravve,New Ireland,1283,2014,0.7,Australia,2.5,Forastero,Papua New Guinea,Decepcionante
468,Cravve,"Vanuatu, batch 2410",1335,2014,0.83,Australia,2.75,Trinitario,Vanuatu,Decepcionante
469,Cravve,"Tanzania, batch a1",971,2012,0.75,Australia,3.25,Forastero,Tanzania,Sastisfactorio
470,Cravve,"Bahia, batch a1213",975,2012,0.65,Australia,3.25,Trinitario,Brazil,Sastisfactorio
471,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,0.67,Australia,3.25,Trinitario,Fiji,Sastisfactorio
472,Cravve,Vanuatu,975,2012,0.64,Australia,3.25,Trinitario,Vanuatu,Sastisfactorio
473,Cravve,Djual Island,975,2012,0.75,Australia,3.5,Forastero,Papua New Guinea,Sastisfactorio
474,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,U.S.A.,3.25,Forastero_Nacional,Ecuador,Sastisfactorio
475,Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,U.S.A.,3.75,Forastero_Nacional,Ecuador,Sastisfactorio
476,Daintree,Goodman Estate,1654,2015,0.7,Australia,2.75,,Australia,Decepcionante
477,Daintree,"Daintree Estates, N. Queensland",785,2011,0.7,Australia,3.25,,Australia,Sastisfactorio
478,Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,U.S.A.,2.75,,Dominican Republic,Decepcionante
479,Damson,Robson Estate,1610,2015,0.7,U.K.,3,Trinitario,Trinidad,Sastisfactorio
480,Damson,Los Rios,1610,2015,0.7,U.K.,3.5,,Ecuador,Sastisfactorio
481,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,0.7,U.K.,2.25,,Grenada,Decepcionante
482,Damson,O'Payo,1666,2015,0.7,U.K.,2.75,,Nicaragua,Decepcionante
483,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,0.7,U.S.A.,3.75,,,Sastisfactorio
484,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.7,U.S.A.,3,Trinitario,Belize,Sastisfactorio
485,Dandelion,Maya Mountain,1219,2014,0.7,U.S.A.,3.5,Trinitario,Belize,Sastisfactorio
486,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.7,U.S.A.,3.5,,Ecuador,Sastisfactorio
487,Dandelion,Buto,1303,2014,0.7,U.S.A.,2.75,,Liberia,Decepcionante
488,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.7,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
489,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,0.7,U.S.A.,2.75,,Venezuela,Decepcionante
490,Dandelion,Patanemo,1026,2013,0.7,U.S.A.,3.25,,Venezuela,Sastisfactorio
491,Dandelion,"Mantuano, 2012",1085,2013,0.7,U.S.A.,3.5,,Venezuela,Sastisfactorio
492,Dandelion,Papua New Guinea,1153,2013,0.7,U.S.A.,3.5,,Papua New Guinea,Sastisfactorio
493,Dandelion,Upala,805,2012,0.7,U.S.A.,3,,Costa Rica,Sastisfactorio
494,Dandelion,Colombian,805,2012,0.7,U.S.A.,3.25,,Colombia,Sastisfactorio
495,Dandelion,"Elvesia, 2011",915,2012,0.7,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
496,Dandelion,Dominican Republic,654,2011,0.7,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
497,Dandelion,Madagascar,654,2011,0.7,U.S.A.,3.25,Trinitario,Madagascar,Sastisfactorio
498,Dandelion,Tanzania,654,2011,0.7,U.S.A.,3.25,,Tanzania,Sastisfactorio
499,Danta,Los Ujuxtes,1223,2014,0.82,Guatemala,3.25,,Guatemala,Sastisfactorio
500,Danta,Chuao,987,2012,0.75,Guatemala,3,Trinitario,Venezuela,Sastisfactorio
501,Danta,Los Ujuxtes,987,2012,0.7,Guatemala,3.75,,Guatemala,Sastisfactorio
502,Danta,Sambirano,987,2012,0.7,Guatemala,3.75,Trinitario,Madagascar,Sastisfactorio
503,Danta,Las Acacias E.,987,2012,0.7,Guatemala,4,Criollo,Guatemala,Premiun
